canonical_UniProtAC	gene	domain_edge_bin_compact	cluster_window_start	cluster_window_end	max_sites_in_20aa_span_within_bin	position	architecture_class	site_key	nearest_domain_edge_distance	nearest_domain_side	nearest_domain_class	nearest_interpro_name	signed_domain_edge_distance	domain_side	signed_distance_bin	abs_distance_class
P10070	GLI2	Domain-distal >40 aa	1005	1021	3	1021	domain-distal clustered	P10070:R1021	427.0	C_terminal_to_domain	Other domain	Zinc finger C2H2-type	427.0	C-terminal side of domain	C >200	>20 aa
Q13310	PABPC4	Domain-distal >40 aa	432	442	3	432	domain-distal clustered	Q13310:R432	62.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	62.0	C-terminal side of domain	C 41-100	>20 aa
Q13310	PABPC4	Domain-distal >40 aa	432	442	3	436	domain-distal clustered	Q13310:R436	66.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	66.0	C-terminal side of domain	C 41-100	>20 aa
Q13310	PABPC4	Domain-distal >40 aa	432	442	3	442	domain-distal clustered	Q13310:R442	72.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	72.0	C-terminal side of domain	C 41-100	>20 aa
Q5JRA6	MIA3	Domain-distal >40 aa	1833	1851	3	1833	domain-distal clustered	Q5JRA6:R1833	1726.0	C_terminal_to_domain	Other domain	SH3 domain	1726.0	C-terminal side of domain	C >200	>20 aa
Q5JRA6	MIA3	Domain-distal >40 aa	1833	1851	3	1843	domain-distal clustered	Q5JRA6:R1843	1736.0	C_terminal_to_domain	Other domain	SH3 domain	1736.0	C-terminal side of domain	C >200	>20 aa
Q5JRA6	MIA3	Domain-distal >40 aa	1833	1851	3	1851	domain-distal clustered	Q5JRA6:R1851	1744.0	C_terminal_to_domain	Other domain	SH3 domain	1744.0	C-terminal side of domain	C >200	>20 aa
Q6PJG2	C14orf43	Domain-distal >40 aa	447	456	3	447	domain-distal clustered	Q6PJG2:R447	274.0	N_terminal_to_domain	Other domain	ELM2 domain	-274.0	N-terminal side of domain	N >200	>20 aa
Q6PJG2	C14orf43	Domain-distal >40 aa	447	456	3	455	domain-distal clustered	Q6PJG2:R455	266.0	N_terminal_to_domain	Other domain	ELM2 domain	-266.0	N-terminal side of domain	N >200	>20 aa
Q6PJG2	C14orf43	Domain-distal >40 aa	447	456	3	456	domain-distal clustered	Q6PJG2:R456	265.0	N_terminal_to_domain	Other domain	ELM2 domain	-265.0	N-terminal side of domain	N >200	>20 aa
Q8TDC3	BRSK1	Domain-distal >40 aa	466	484	3	466	domain-distal clustered	Q8TDC3:R466	99.0	C_terminal_to_domain	Other domain	BRSK1/2-like, UBA domain	99.0	C-terminal side of domain	C 41-100	>20 aa
Q8TDC3	BRSK1	Domain-distal >40 aa	466	484	3	481	domain-distal clustered	Q8TDC3:R481	114.0	C_terminal_to_domain	Other domain	BRSK1/2-like, UBA domain	114.0	C-terminal side of domain	C 101-200	>20 aa
Q8TDC3	BRSK1	Domain-distal >40 aa	466	484	3	484	domain-distal clustered	Q8TDC3:R484	113.0	N_terminal_to_domain	Other domain	BRSK1/2-like, KA1 domain	-113.0	N-terminal side of domain	N 101-200	>20 aa
Q96BH1	RNF25	Domain-distal >40 aa	344	352	3	344	domain-distal clustered	Q96BH1:R344	142.0	C_terminal_to_domain	Other domain	Zinc finger, RING-type	142.0	C-terminal side of domain	C 101-200	>20 aa
Q96BH1	RNF25	Domain-distal >40 aa	344	352	3	348	domain-distal clustered	Q96BH1:R348	146.0	C_terminal_to_domain	Other domain	Zinc finger, RING-type	146.0	C-terminal side of domain	C 101-200	>20 aa
Q96BH1	RNF25	Domain-distal >40 aa	344	352	3	352	domain-distal clustered	Q96BH1:R352	150.0	C_terminal_to_domain	Other domain	Zinc finger, RING-type	150.0	C-terminal side of domain	C 101-200	>20 aa
Q96FS4	SIPA1	Domain-distal >40 aa	44	61	3	44	domain-distal clustered	Q96FS4:R44	277.0	N_terminal_to_domain	Other domain	Rap/Ran-GAP domain	-277.0	N-terminal side of domain	N >200	>20 aa
Q96FS4	SIPA1	Domain-distal >40 aa	44	61	3	47	domain-distal clustered	Q96FS4:R47	274.0	N_terminal_to_domain	Other domain	Rap/Ran-GAP domain	-274.0	N-terminal side of domain	N >200	>20 aa
Q96FS4	SIPA1	Domain-distal >40 aa	44	61	3	61	domain-distal clustered	Q96FS4:R61	260.0	N_terminal_to_domain	Other domain	Rap/Ran-GAP domain	-260.0	N-terminal side of domain	N >200	>20 aa
Q9Y618	NCOR2	Domain-distal >40 aa	1556	1568	3	1556	domain-distal clustered	Q9Y618:R1556	895.0	C_terminal_to_domain	Other domain	Myb domain	895.0	C-terminal side of domain	C >200	>20 aa
Q9Y618	NCOR2	Domain-distal >40 aa	1556	1568	3	1563	domain-distal clustered	Q9Y618:R1563	902.0	C_terminal_to_domain	Other domain	Myb domain	902.0	C-terminal side of domain	C >200	>20 aa
Q9Y618	NCOR2	Domain-distal >40 aa	1556	1568	3	1568	domain-distal clustered	Q9Y618:R1568	907.0	C_terminal_to_domain	Other domain	Myb domain	907.0	C-terminal side of domain	C >200	>20 aa
A7E2V4	KIAA0913	Domain-distal >40 aa	1162	1175	3	1162	domain-distal clustered	A7E2V4:R1162	499.0	N_terminal_to_domain	Other domain	ZSWIM4-8, C-terminal	-499.0	N-terminal side of domain	N >200	>20 aa
A7E2V4	KIAA0913	Domain-distal >40 aa	1162	1175	3	1165	domain-distal clustered	A7E2V4:R1165	496.0	N_terminal_to_domain	Other domain	ZSWIM4-8, C-terminal	-496.0	N-terminal side of domain	N >200	>20 aa
A7E2V4	KIAA0913	Domain-distal >40 aa	1162	1175	3	1175	domain-distal clustered	A7E2V4:R1175	486.0	N_terminal_to_domain	Other domain	ZSWIM4-8, C-terminal	-486.0	N-terminal side of domain	N >200	>20 aa
O14979	HNRPDL	Domain-distal >40 aa	68	82	3	68		O14979:R68	80.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-80.0	N-terminal side of domain	N 41-100	>20 aa
O14979	HNRPDL	Domain-distal >40 aa	68	82	3	81		O14979:R81	67.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-67.0	N-terminal side of domain	N 41-100	>20 aa
O14979	HNRPDL	Domain-distal >40 aa	68	82	3	82		O14979:R82	66.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-66.0	N-terminal side of domain	N 41-100	>20 aa
Q15596	NCOA2	Domain-distal >40 aa	1169	1177	3	1169	domain-distal clustered	Q15596:R1169	52.0	C_terminal_to_domain	Other domain	Nuclear receptor coactivator, Ncoa-type, interlocking	52.0	C-terminal side of domain	C 41-100	>20 aa
Q15596	NCOA2	Domain-distal >40 aa	1169	1177	3	1173	domain-distal clustered	Q15596:R1173	56.0	C_terminal_to_domain	Other domain	Nuclear receptor coactivator, Ncoa-type, interlocking	56.0	C-terminal side of domain	C 41-100	>20 aa
Q15596	NCOA2	Domain-distal >40 aa	1169	1177	3	1177	domain-distal clustered	Q15596:R1177	60.0	C_terminal_to_domain	Other domain	Nuclear receptor coactivator, Ncoa-type, interlocking	60.0	C-terminal side of domain	C 41-100	>20 aa
Q15735	INPP5J	Domain-distal >40 aa	56	76	3	56	domain-distal clustered	Q15735:R56	365.0	N_terminal_to_domain	Catalytic enzyme domain	Inositol polyphosphate-related phosphatase	-365.0	N-terminal side of domain	N >200	>20 aa
Q15735	INPP5J	Domain-distal >40 aa	56	76	3	65	domain-distal clustered	Q15735:R65	356.0	N_terminal_to_domain	Catalytic enzyme domain	Inositol polyphosphate-related phosphatase	-356.0	N-terminal side of domain	N >200	>20 aa
Q15735	INPP5J	Domain-distal >40 aa	56	76	3	76	domain-distal clustered	Q15735:R76	345.0	N_terminal_to_domain	Catalytic enzyme domain	Inositol polyphosphate-related phosphatase	-345.0	N-terminal side of domain	N >200	>20 aa
Q66K74	MAP1S	Domain-distal >40 aa	854	863	3	854	domain-distal clustered	Q66K74:R854	388.0	C_terminal_to_domain	Other domain	Microtubule-associated protein 1A/B/S-like, MBL-like domain	388.0	C-terminal side of domain	C >200	>20 aa
Q66K74	MAP1S	Domain-distal >40 aa	854	863	3	861	domain-distal clustered	Q66K74:R861	395.0	C_terminal_to_domain	Other domain	Microtubule-associated protein 1A/B/S-like, MBL-like domain	395.0	C-terminal side of domain	C >200	>20 aa
Q66K74	MAP1S	Domain-distal >40 aa	854	863	3	863	domain-distal clustered	Q66K74:R863	397.0	C_terminal_to_domain	Other domain	Microtubule-associated protein 1A/B/S-like, MBL-like domain	397.0	C-terminal side of domain	C >200	>20 aa
Q71RC2	LARP4	Domain-distal >40 aa	443	450	3	443	domain-distal clustered	Q71RC2:R443	142.0	C_terminal_to_domain	RRM / KH RNA-binding	LARP4/4B, RNA recognition motif	142.0	C-terminal side of domain	C 101-200	>20 aa
Q71RC2	LARP4	Domain-distal >40 aa	443	450	3	445	domain-distal clustered	Q71RC2:R445	144.0	C_terminal_to_domain	RRM / KH RNA-binding	LARP4/4B, RNA recognition motif	144.0	C-terminal side of domain	C 101-200	>20 aa
Q71RC2	LARP4	Domain-distal >40 aa	443	450	3	450	domain-distal clustered	Q71RC2:R450	149.0	C_terminal_to_domain	RRM / KH RNA-binding	LARP4/4B, RNA recognition motif	149.0	C-terminal side of domain	C 101-200	>20 aa
Q9C0B5	ZDHHC5	Domain-distal >40 aa	602	617	3	602	domain-distal clustered	Q9C0B5:R602	380.0	C_terminal_to_domain	Catalytic enzyme domain	Palmitoyltransferase, DHHC domain	380.0	C-terminal side of domain	C >200	>20 aa
Q9C0B5	ZDHHC5	Domain-distal >40 aa	602	617	3	615	domain-distal clustered	Q9C0B5:R615	393.0	C_terminal_to_domain	Catalytic enzyme domain	Palmitoyltransferase, DHHC domain	393.0	C-terminal side of domain	C >200	>20 aa
Q9C0B5	ZDHHC5	Domain-distal >40 aa	602	617	3	617	domain-distal clustered	Q9C0B5:R617	395.0	C_terminal_to_domain	Catalytic enzyme domain	Palmitoyltransferase, DHHC domain	395.0	C-terminal side of domain	C >200	>20 aa
P08651	NFIC	Domain-distal >40 aa	345	365	3	345	domain-distal clustered	P08651:R345	150.0	C_terminal_to_domain	DNA-binding	CTF transcription factor/nuclear factor 1, DNA-binding domain	150.0	C-terminal side of domain	C 101-200	>20 aa
P08651	NFIC	Domain-distal >40 aa	345	365	3	354	domain-distal clustered	P08651:R354	159.0	C_terminal_to_domain	DNA-binding	CTF transcription factor/nuclear factor 1, DNA-binding domain	159.0	C-terminal side of domain	C 101-200	>20 aa
P08651	NFIC	Domain-distal >40 aa	345	365	3	365	domain-distal clustered	P08651:R365	170.0	C_terminal_to_domain	DNA-binding	CTF transcription factor/nuclear factor 1, DNA-binding domain	170.0	C-terminal side of domain	C 101-200	>20 aa
P53814	SMTN	Domain-distal >40 aa	419	436	3	419	domain-distal clustered	P53814:R419	152.0	N_terminal_to_domain	Other domain	Smoothelin	-152.0	N-terminal side of domain	N 101-200	>20 aa
P53814	SMTN	Domain-distal >40 aa	419	436	3	424	domain-distal clustered	P53814:R424	147.0	N_terminal_to_domain	Other domain	Smoothelin	-147.0	N-terminal side of domain	N 101-200	>20 aa
P53814	SMTN	Domain-distal >40 aa	419	436	3	436	domain-distal clustered	P53814:R436	135.0	N_terminal_to_domain	Other domain	Smoothelin	-135.0	N-terminal side of domain	N 101-200	>20 aa
P78344	EIF4G2	Domain-distal >40 aa	393	402	3	393	domain-distal clustered	P78344:R393	85.0	C_terminal_to_domain	Other domain	MIF4G-like, type 3	85.0	C-terminal side of domain	C 41-100	>20 aa
P78344	EIF4G2	Domain-distal >40 aa	393	402	3	400	domain-distal clustered	P78344:R400	92.0	C_terminal_to_domain	Other domain	MIF4G-like, type 3	92.0	C-terminal side of domain	C 41-100	>20 aa
P78344	EIF4G2	Domain-distal >40 aa	393	402	3	402	domain-distal clustered	P78344:R402	94.0	C_terminal_to_domain	Other domain	MIF4G-like, type 3	94.0	C-terminal side of domain	C 41-100	>20 aa
P98174	FGD1	Domain-distal >40 aa	90	109	3	90	domain-distal clustered	P98174:R90	283.0	N_terminal_to_domain	Other domain	Dbl homology domain	-283.0	N-terminal side of domain	N >200	>20 aa
P98174	FGD1	Domain-distal >40 aa	90	109	3	101	domain-distal clustered	P98174:R101	272.0	N_terminal_to_domain	Other domain	Dbl homology domain	-272.0	N-terminal side of domain	N >200	>20 aa
P98174	FGD1	Domain-distal >40 aa	90	109	3	109	domain-distal clustered	P98174:R109	264.0	N_terminal_to_domain	Other domain	Dbl homology domain	-264.0	N-terminal side of domain	N >200	>20 aa
Q01804	OTUD4	Domain-distal >40 aa	1050	1068	3	1050	domain-distal clustered	Q01804:R1050	895.0	C_terminal_to_domain	Other domain	OTU domain	895.0	C-terminal side of domain	C >200	>20 aa
Q01804	OTUD4	Domain-distal >40 aa	1050	1068	3	1061	domain-distal clustered	Q01804:R1061	906.0	C_terminal_to_domain	Other domain	OTU domain	906.0	C-terminal side of domain	C >200	>20 aa
Q01804	OTUD4	Domain-distal >40 aa	1050	1068	3	1068	domain-distal clustered	Q01804:R1068	913.0	C_terminal_to_domain	Other domain	OTU domain	913.0	C-terminal side of domain	C >200	>20 aa
Q15427	SF3B4	Domain-distal >40 aa	390	409	3	390	domain-distal clustered	Q15427:R390	209.0	C_terminal_to_domain	RRM / KH RNA-binding	SF3B4, RNA recognition motif 2	209.0	C-terminal side of domain	C >200	>20 aa
Q15427	SF3B4	Domain-distal >40 aa	390	409	3	398	domain-distal clustered	Q15427:R398	217.0	C_terminal_to_domain	RRM / KH RNA-binding	SF3B4, RNA recognition motif 2	217.0	C-terminal side of domain	C >200	>20 aa
Q15427	SF3B4	Domain-distal >40 aa	390	409	3	409	domain-distal clustered	Q15427:R409	228.0	C_terminal_to_domain	RRM / KH RNA-binding	SF3B4, RNA recognition motif 2	228.0	C-terminal side of domain	C >200	>20 aa
Q1KMD3	HNRNPUL2	Domain-distal >40 aa	656	666	3	656	domain-distal clustered	Q1KMD3:R656	237.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	237.0	C-terminal side of domain	C >200	>20 aa
Q1KMD3	HNRNPUL2	Domain-distal >40 aa	656	666	3	665	domain-distal clustered	Q1KMD3:R665	246.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	246.0	C-terminal side of domain	C >200	>20 aa
Q1KMD3	HNRNPUL2	Domain-distal >40 aa	656	666	3	666	domain-distal clustered	Q1KMD3:R666	247.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	247.0	C-terminal side of domain	C >200	>20 aa
Q7Z460	CLASP1	Domain-distal >40 aa	660	664	3	660	domain-distal clustered	Q7Z460:R660	109.0	C_terminal_to_domain	Other domain	TOG domain	109.0	C-terminal side of domain	C 101-200	>20 aa
Q7Z460	CLASP1	Domain-distal >40 aa	660	664	3	662	domain-distal clustered	Q7Z460:R662	111.0	C_terminal_to_domain	Other domain	TOG domain	111.0	C-terminal side of domain	C 101-200	>20 aa
Q7Z460	CLASP1	Domain-distal >40 aa	660	664	3	664	domain-distal clustered	Q7Z460:R664	113.0	C_terminal_to_domain	Other domain	TOG domain	113.0	C-terminal side of domain	C 101-200	>20 aa
Q86UU0	BCL9L	Domain-distal >40 aa	593	610	3	593	domain-distal clustered	Q86UU0:R593	161.0	C_terminal_to_domain	Other domain	B-cell lymphoma 9, beta-catenin binding domain	161.0	C-terminal side of domain	C 101-200	>20 aa
Q86UU0	BCL9L	Domain-distal >40 aa	593	610	3	602	domain-distal clustered	Q86UU0:R602	170.0	C_terminal_to_domain	Other domain	B-cell lymphoma 9, beta-catenin binding domain	170.0	C-terminal side of domain	C 101-200	>20 aa
Q86UU0	BCL9L	Domain-distal >40 aa	593	610	3	610	domain-distal clustered	Q86UU0:R610	178.0	C_terminal_to_domain	Other domain	B-cell lymphoma 9, beta-catenin binding domain	178.0	C-terminal side of domain	C 101-200	>20 aa
Q8IZ40	RCOR2	Domain-distal >40 aa	479	498	3	479	domain-distal clustered	Q8IZ40:R479	101.0	C_terminal_to_domain	Other domain	SANT domain	101.0	C-terminal side of domain	C 101-200	>20 aa
Q8IZ40	RCOR2	Domain-distal >40 aa	479	498	3	491	domain-distal clustered	Q8IZ40:R491	113.0	C_terminal_to_domain	Other domain	SANT domain	113.0	C-terminal side of domain	C 101-200	>20 aa
Q8IZ40	RCOR2	Domain-distal >40 aa	479	498	3	498	domain-distal clustered	Q8IZ40:R498	120.0	C_terminal_to_domain	Other domain	SANT domain	120.0	C-terminal side of domain	C 101-200	>20 aa
Q96MS0	ROBO3	Domain-distal >40 aa	1363	1367	3	1363	domain-distal clustered	Q96MS0:R1363	494.0	C_terminal_to_domain	Other domain	Fibronectin type III	494.0	C-terminal side of domain	C >200	>20 aa
Q96MS0	ROBO3	Domain-distal >40 aa	1363	1367	3	1365	domain-distal clustered	Q96MS0:R1365	496.0	C_terminal_to_domain	Other domain	Fibronectin type III	496.0	C-terminal side of domain	C >200	>20 aa
Q96MS0	ROBO3	Domain-distal >40 aa	1363	1367	3	1367	domain-distal clustered	Q96MS0:R1367	498.0	C_terminal_to_domain	Other domain	Fibronectin type III	498.0	C-terminal side of domain	C >200	>20 aa
Q9H6K5	PRR36	Domain-distal >40 aa	240	260	3	240	domain-distal clustered	Q9H6K5:R240	1063.0	N_terminal_to_domain	Other domain	BTB/POZ domain-containing protein 8, C-terminal	-1063.0	N-terminal side of domain	N >200	>20 aa
Q9H6K5	PRR36	Domain-distal >40 aa	240	260	3	254	domain-distal clustered	Q9H6K5:R254	1049.0	N_terminal_to_domain	Other domain	BTB/POZ domain-containing protein 8, C-terminal	-1049.0	N-terminal side of domain	N >200	>20 aa
Q9H6K5	PRR36	Domain-distal >40 aa	240	260	3	260	domain-distal clustered	Q9H6K5:R260	1043.0	N_terminal_to_domain	Other domain	BTB/POZ domain-containing protein 8, C-terminal	-1043.0	N-terminal side of domain	N >200	>20 aa
Q9NYV4	CDK12	Domain-distal >40 aa	329	331	3	329	domain-distal clustered	Q9NYV4:R329	398.0	N_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	-398.0	N-terminal side of domain	N >200	>20 aa
Q9NYV4	CDK12	Domain-distal >40 aa	329	331	3	330	domain-distal clustered	Q9NYV4:R330	397.0	N_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	-397.0	N-terminal side of domain	N >200	>20 aa
Q9NYV4	CDK12	Domain-distal >40 aa	329	331	3	331	domain-distal clustered	Q9NYV4:R331	396.0	N_terminal_to_domain	Catalytic enzyme domain	Protein kinase domain	-396.0	N-terminal side of domain	N >200	>20 aa
Q9UBB5	MBD2	Domain-distal >40 aa	50	69	3	50	domain-distal clustered	Q9UBB5:R50	95.0	N_terminal_to_domain	Other domain	Methyl-CpG DNA binding	-95.0	N-terminal side of domain	N 41-100	>20 aa
Q9UBB5	MBD2	Domain-distal >40 aa	50	69	3	61	domain-distal clustered	Q9UBB5:R61	84.0	N_terminal_to_domain	Other domain	Methyl-CpG DNA binding	-84.0	N-terminal side of domain	N 41-100	>20 aa
Q9UBB5	MBD2	Domain-distal >40 aa	50	69	3	69	domain-distal clustered	Q9UBB5:R69	76.0	N_terminal_to_domain	Other domain	Methyl-CpG DNA binding	-76.0	N-terminal side of domain	N 41-100	>20 aa
Q9UPT8	ZC3H4	Domain-distal >40 aa	326	345	3	326	domain-distal clustered	Q9UPT8:R326	64.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-64.0	N-terminal side of domain	N 41-100	>20 aa
Q9UPT8	ZC3H4	Domain-distal >40 aa	326	345	3	328	domain-distal clustered	Q9UPT8:R328	62.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-62.0	N-terminal side of domain	N 41-100	>20 aa
Q9UPT8	ZC3H4	Domain-distal >40 aa	326	345	3	345	domain-distal clustered	Q9UPT8:R345	45.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-45.0	N-terminal side of domain	N 41-100	>20 aa
Q9Y3I1	FBXO7	Domain-distal >40 aa	479	498	3	479	domain-distal clustered	Q9Y3I1:R479	101.0	C_terminal_to_domain	Other domain	F-box domain	101.0	C-terminal side of domain	C 101-200	>20 aa
Q9Y3I1	FBXO7	Domain-distal >40 aa	479	498	3	481	domain-distal clustered	Q9Y3I1:R481	103.0	C_terminal_to_domain	Other domain	F-box domain	103.0	C-terminal side of domain	C 101-200	>20 aa
Q9Y3I1	FBXO7	Domain-distal >40 aa	479	498	3	498	domain-distal clustered	Q9Y3I1:R498	120.0	C_terminal_to_domain	Other domain	F-box domain	120.0	C-terminal side of domain	C 101-200	>20 aa
O00192	ARVCF	Domain-distal >40 aa	206	214	3	206	domain-distal clustered	O00192:R206	183.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-183.0	N-terminal side of domain	N 101-200	>20 aa
O00192	ARVCF	Domain-distal >40 aa	206	214	3	211	domain-distal clustered	O00192:R211	178.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-178.0	N-terminal side of domain	N 101-200	>20 aa
O00192	ARVCF	Domain-distal >40 aa	206	214	3	214	domain-distal clustered	O00192:R214	175.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-175.0	N-terminal side of domain	N 101-200	>20 aa
O60716	CTNND1	Domain-distal >40 aa	242	253	3	242	domain-distal clustered	O60716:R242	155.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-155.0	N-terminal side of domain	N 101-200	>20 aa
O60716	CTNND1	Domain-distal >40 aa	242	253	3	249	domain-distal clustered	O60716:R249	148.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-148.0	N-terminal side of domain	N 101-200	>20 aa
O60716	CTNND1	Domain-distal >40 aa	242	253	3	253	domain-distal clustered	O60716:R253	144.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-144.0	N-terminal side of domain	N 101-200	>20 aa
O95071	UBR5	Domain-distal >40 aa	977	997	3	977	domain-distal clustered	O95071:R977	194.0	N_terminal_to_domain	Catalytic enzyme domain	E3 ubiquitin-protein ligase UBR5, UBR-box	-194.0	N-terminal side of domain	N 101-200	>20 aa
O95071	UBR5	Domain-distal >40 aa	977	997	3	984	domain-distal clustered	O95071:R984	187.0	N_terminal_to_domain	Catalytic enzyme domain	E3 ubiquitin-protein ligase UBR5, UBR-box	-187.0	N-terminal side of domain	N 101-200	>20 aa
O95071	UBR5	Domain-distal >40 aa	977	997	3	997	domain-distal clustered	O95071:R997	174.0	N_terminal_to_domain	Catalytic enzyme domain	E3 ubiquitin-protein ligase UBR5, UBR-box	-174.0	N-terminal side of domain	N 101-200	>20 aa
P11831	SRF	Domain-distal >40 aa	24	43	3	24	domain-distal clustered	P11831:R24	117.0	N_terminal_to_domain	Other domain	Transcription factor, MADS-box	-117.0	N-terminal side of domain	N 101-200	>20 aa
P11831	SRF	Domain-distal >40 aa	24	43	3	37	domain-distal clustered	P11831:R37	104.0	N_terminal_to_domain	Other domain	Transcription factor, MADS-box	-104.0	N-terminal side of domain	N 101-200	>20 aa
P11831	SRF	Domain-distal >40 aa	24	43	3	43	domain-distal clustered	P11831:R43	98.0	N_terminal_to_domain	Other domain	Transcription factor, MADS-box	-98.0	N-terminal side of domain	N 41-100	>20 aa
Q5TC82	RC3H1	Domain-distal >40 aa	729	740	3	729	domain-distal clustered	Q5TC82:R729	288.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	288.0	C-terminal side of domain	C >200	>20 aa
Q5TC82	RC3H1	Domain-distal >40 aa	729	740	3	734	domain-distal clustered	Q5TC82:R734	293.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	293.0	C-terminal side of domain	C >200	>20 aa
Q5TC82	RC3H1	Domain-distal >40 aa	729	740	3	740	domain-distal clustered	Q5TC82:R740	299.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	299.0	C-terminal side of domain	C >200	>20 aa
Q6GQQ9	OTUD7B	Domain-distal >40 aa	700	713	3	700	domain-distal clustered	Q6GQQ9:R700	96.0	N_terminal_to_domain	Other domain	Zinc finger, A20-type	-96.0	N-terminal side of domain	N 41-100	>20 aa
Q6GQQ9	OTUD7B	Domain-distal >40 aa	700	713	3	712	domain-distal clustered	Q6GQQ9:R712	84.0	N_terminal_to_domain	Other domain	Zinc finger, A20-type	-84.0	N-terminal side of domain	N 41-100	>20 aa
Q6GQQ9	OTUD7B	Domain-distal >40 aa	700	713	3	713	domain-distal clustered	Q6GQQ9:R713	83.0	N_terminal_to_domain	Other domain	Zinc finger, A20-type	-83.0	N-terminal side of domain	N 41-100	>20 aa
Q7KZI7	MARK2	Domain-distal >40 aa	584	594	3	584	domain-distal clustered	Q7KZI7:R584	155.0	N_terminal_to_domain	Catalytic enzyme domain	Kinase associated domain 1 (KA1)	-155.0	N-terminal side of domain	N 101-200	>20 aa
Q7KZI7	MARK2	Domain-distal >40 aa	584	594	3	589	domain-distal clustered	Q7KZI7:R589	150.0	N_terminal_to_domain	Catalytic enzyme domain	Kinase associated domain 1 (KA1)	-150.0	N-terminal side of domain	N 101-200	>20 aa
Q7KZI7	MARK2	Domain-distal >40 aa	584	594	3	594	domain-distal clustered	Q7KZI7:R594	145.0	N_terminal_to_domain	Catalytic enzyme domain	Kinase associated domain 1 (KA1)	-145.0	N-terminal side of domain	N 101-200	>20 aa
Q92540	SMG7	Domain-distal >40 aa	892	910	3	892	domain-distal clustered	Q92540:R892	462.0	C_terminal_to_domain	Other domain	DNA/RNA-binding domain, Est1-type	462.0	C-terminal side of domain	C >200	>20 aa
Q92540	SMG7	Domain-distal >40 aa	892	910	3	902	domain-distal clustered	Q92540:R902	472.0	C_terminal_to_domain	Other domain	DNA/RNA-binding domain, Est1-type	472.0	C-terminal side of domain	C >200	>20 aa
Q92540	SMG7	Domain-distal >40 aa	892	910	3	910	domain-distal clustered	Q92540:R910	480.0	C_terminal_to_domain	Other domain	DNA/RNA-binding domain, Est1-type	480.0	C-terminal side of domain	C >200	>20 aa
Q92620	DHX38	Domain-distal >40 aa	281	289	3	281	domain-distal clustered	Q92620:R281	249.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-249.0	N-terminal side of domain	N >200	>20 aa
Q92620	DHX38	Domain-distal >40 aa	281	289	3	282	domain-distal clustered	Q92620:R282	248.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-248.0	N-terminal side of domain	N >200	>20 aa
Q92620	DHX38	Domain-distal >40 aa	281	289	3	289	domain-distal clustered	Q92620:R289	241.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-241.0	N-terminal side of domain	N >200	>20 aa
Q92734	TFG	Domain-distal >40 aa	383	400	3	383	domain-distal clustered	Q92734:R383	292.0	C_terminal_to_domain	Other domain	PB1 domain	292.0	C-terminal side of domain	C >200	>20 aa
Q92734	TFG	Domain-distal >40 aa	383	400	3	385	domain-distal clustered	Q92734:R385	294.0	C_terminal_to_domain	Other domain	PB1 domain	294.0	C-terminal side of domain	C >200	>20 aa
Q92734	TFG	Domain-distal >40 aa	383	400	3	400	domain-distal clustered	Q92734:R400	309.0	C_terminal_to_domain	Other domain	PB1 domain	309.0	C-terminal side of domain	C >200	>20 aa
Q99933	BAG1	Domain-distal >40 aa	58	68	3	58	domain-distal clustered	Q99933:R58	86.0	N_terminal_to_domain	Other domain	Ubiquitin-like domain	-86.0	N-terminal side of domain	N 41-100	>20 aa
Q99933	BAG1	Domain-distal >40 aa	58	68	3	61	domain-distal clustered	Q99933:R61	83.0	N_terminal_to_domain	Other domain	Ubiquitin-like domain	-83.0	N-terminal side of domain	N 41-100	>20 aa
